List_Number,Name,Category,Type,MW,Density,Temperature,Refractive_Index,Melting_Point,Pressure,Boiling_Point,Dielectric_Constant
122,Dimethylsulfoxide,ether,None,78.13,1.0958,25,1.4773,18.5,0,189,46.68
123,Ethanol-1-Thiol-2,alcohol,None,78.13,1.1143,0,1.4996,0,13,55,0
124,Acetyl Chloride,other,None,78.5,1.105,20,1.3898,-112,0,51.5,15
125,1-Chloropropane,alkane,None,78.54,0.8909,20,1.3879,-122.8,0,46.6,7.7
126,2-Chloropropane,alkane,None,78.54,0.8617,20,1.3777,-117.2,0,35.7,9.02
127,2-Chloropropane,alkane,None,78.54,0.8491,30,1.3711,-117.2,0,35.7,9.82
128,Pyridine,other,None,79.1,0.9782,25,1.5075,-41.6,0,115.3,12.4
129,Pyridazine,other,None,80.09,1.1035,23,1.5231,-8,0,208,0
130,Pyrimidine,other,None,80.09,1.02,0,0,22,0,123.7,0
131,2-Chloroethanol,alcohol,None,80.52,1.2019,20,1.4438,-67.5,0,128.6,25.8
132,1-Methyl Pyrrole,other,None,81.11,0.9145,15,1.4899,0,748,114.5,0
133,1-Methyl Imidazole,other,None,82.1,1.6325,21,1.4924,-6,0,198,0
134,Cyclohexene,alkene,None,82.15,0.8061,25,1.4438,-103.5,0,83,2.22
135,"1,5-Hexadiene",alkene,None,82.15,0.6923,0,1.4044,-141,0,60,0
136,N-Me-Alanine Nitrile,other,None,83.11,0.8992,20,1.4312,0,22,82,0
137,Valeronitrile,nitrile,None,83.13,0.795,25,1.3951,-96.2,0,141.3,19.71
138,Cyclopentanone,ketone,None,84.11,0.9509,0,1.9366,-51.3,0,130.7,0
139,Thiophene,alkene,None,84.14,1.0649,20,1.5289,-38.2,0,84.2,2.71
140,Cyclohexane,alkane,None,84.16,0.7786,20,1.4262,6.6,0,80.7,2.02
141,Cyclohexane,alkane,None,84.16,0.7739,25,1.4235,6.6,0,80.7,2.02
142,1-Hexene,alkene,None,84.16,0.6685,25,1.385,-139.8,0,63.5,2.05
143,Methyl Cyclopentane,alkane,None,84.16,0.7489,20,1.4096,-142.4,0,72.1,1.98
144,Dichloromethane,alkane,None,84.93,1.3148,25,1.4211,-95.1,0,39.8,8.93
145,Acetone Cyanohydrin,other,None,85.11,0.932,19,1.3996,-190,0,82,0
146,2-Pyrrolidinone,ketone,None,85.11,1.107,25,1.486,25,0,245,0
147,Piperidine,other,None,85.15,0.8616,20,1.4525,-10.5,0,106.4,5.8
148,Allyl Formate,ester,None,86.09,0.9498,18,1.398,0,0,83,0
149,Cis-2-Butenoic Acid,acid,None,86.09,1.0267,20,1.4483,15.5,760,169.3,0
150,Butyrolactone,ketone,None,86.09,1.1254,25,1.4348,-43.5,760,204,39
151,Methacrylic Acid,acid,None,86.09,1.0153,20,1.4314,15,760,160.5,0
152,Methyl Acrylate,ester,None,86.09,0.9547,18,1.4117,-75,0,80.2,0
153,Vinyl Acetate,ester,None,86.09,0.9312,20,1.3959,-92.8,0,72.5,0
154,Allyl Ethyl Ether,ether,None,86.13,0.7597,25,1.3861,64,0,0,.
155,2-Pentanone,ketone,None,86.13,0.8124,15,1.3895,-77.8,0,102,0
156,3-Pentanone,ketone,None,86.13,0.8095,25,1.39,-39,0,102,17
157,1-Pentene-3-Ol,other,None,86.13,0.8395,22,1.4183,0,0,115,0
158,Tetrahydropyran,other,None,86.13,0.8772,25,1.4195,-45,0,88,5.61
159,Tri-Me Acetaldehyde,aldehyde,None,86.13,0.7927,17,1.3791,6,0,75,0
160,Valeraldehyde,aldehyde,None,86.13,0.8095,20,1.3944,-91.5,0,102.5,10
161,"2,2-Dimethyl Butane",alkane,None,86.17,0.6492,0,1.3697,-99.9,0,49.7,0
162,"2,3-Dimethyl Butane",alkane,None,86.17,0.6616,0,1.3749,-128.5,0,57.9,0
163,Hexane,alkane,linear,86.17,0.6548,25,1.3723,-95.3,0,68.7,1.89
164,Hexane,alkane,linear,66.17,0.6594,0,1.3749,-95.3,0,68.7,1.89
165,2-Methyl Pentane,alkane,None,86.17,0.6532,0,1.3714,-153.7,0,60.3,0
166,3-Methyl Pentane,alkane,None,86.17,0.6643,0,1.3765,0,0,63.3,0
167,"N,N-Dimeacetamide",amide,None,87.12,0.9366,25,1.4356,-20,0,166.1,37.78
168,N-Methyl Propionamide,amide,None,87.12,0.9305,25,1.4345,-30.9,0,148,172.2
169,Morpholine,other,None,87.12,1.005,25,1.4573,-3.1,0,128.9,7.42
170,Ethyl Isothiocyanate,ester,None,87.14,0.999,20,1.513,-5.9,760,131.5,0
171,1-Aminopentane,alkane,None,87.17,0.7547,20,1.4118,-55,760,104.4,0
172,Ethylene Carbonate,ester,None,88.06,1.3208,25,1.425,36.4,0,238,89.6
173,Pyrroline,other,None,88.06,1.2272,0,1.4138,13.6,0,115,0
174,Pyruvic Acid,acid,None,88.06,1.2272,20,1.428,13.6,760,165,0
175,Aldol,alcohol,None,88.1,1.103,20,1.4497,0,12,79,0
176,"Cis-2-Butene-1,4-Diol",alcohol,None,88.11,1.074,20,1.4793,11,0,235,0
177,"Trans-2-Butene-1,4-Diol",alcohol,None,88.11,1.0685,20,1.4779,27.3,0,132,0
178,Butyric Acid,acid,None,86.11,1.9532,25,1.3958,-5.2,0,163.3,2.97
179,"1,3-Dioxane",alkane,None,88.11,1.3042,20,1.4165,-42,755,105,0
180,"1,4-Dioxane",alkane,None,88.11,1.028,25,1.4203,11.8,0,101.3,2.21
181,Ethyl Acetate,ester,None,88.11,0.9006,20,1.3724,-83.9,0,77.1,6.02
182,Ethyl Acetate,ester,None,88.11,0.8946,25,1.3698,-83.9,0,77.1,6.02
183,Isobutyric Acid,acid,None,88.11,0.9682,20,1.393,-46.1,0,154.7,2.73
184,Methylpropionate,ester,None,88.11,0.9151,20,1.3779,-87.5,0,78.7,5.5
185,Propyl Formate,ester,None,88.11,0.9111,15,1.379,-92.9,0,80.8,7.72
186,Valeronitrile,nitrile,None,88.13,0.8034,15,1.3991,-96.2,0,141.3,19.71
187,Ethyl-N-Propyl Ether,ether,None,88.15,0.733,0,1.3695,-79,0,63.6,0
188,2-Methyl-1-Butanol,alcohol,None,88.15,0.8152,25,1.4087,-70,760,128.7,14.7
189,3-Methyl-1-Butanol,alcohol,None,88.15,0.8071,25,1.4052,-117.2,60,130.5,14.7
190,2-Methyl-2-Butanol,alcohol,None,88.15,0.805,25,1.4024,-8.8,0,102,5.82
191,3-Methyl-2-Butanol,alcohol,None,88.15,0.8138,25,1.4075,0,0,111.5,0
192,Methyl-N-Butyl Ether,ether,None,88.15,0.7443,0,1.3736,-115.5,0,71,0
193,1-Pentanol,alcohol,None,88.15,0.8115,25,1.4079,-78.2,0,137.8,13.9
194,2-Pentanol,alcohol,None,88.15,0.8054,25,1.4044,0,0,119,13.82
195,3-Pentanol,alcohol,None,68.15,0.816,25,1.4079,0,0,115.3,13.02
196,Tetrahydrothiophene,alkene,None,88.17,0.9938,25,1.5257,-96.2,0,120.9,0
197,1-Nitropropane,alkane,None,89.1,1.9961,25,1.3996,-104,0,131.2,23.24
198,2-Nitropropane,alkane,None,89.1,0.9829,25,1.3924,-91.3,0,120.3,25.52
199,2-Amino-1-Butanol,alcohol,None,89.14,0.9162,20,1.4489,-2,0,178,0
200,3-Amino-2-Butanol,alcohol,None,89.14,0.9299,25,1.4502,19,745,159.5,0
201,Dimethyl Ethanolamine,amine,None,89.14,0.8866,20,1.43,0,760,134,0
202,2-Ethylaminoethanol,alcohol,None,89.14,0.914,20,1.444,-9,760,169.5,0
203,3-Chloropropionitrile,nitrile,None,89.53,1.1375,0,1.438,0,0,58,0
204,Dimethyl Carbonate,ester,None,90.08,1.0694,20,1.3687,3,0,90.5,0
205,Lactic Acid Dl,other,None,90.08,1.206,25,1.4392,18,12,119,0
206,Methoxyacetic Acid,acid,None,90.08,1.1768,20,1.4168,0,760,213,0
207,Methyl Glycolate,ester,None,90.08,1.1677,18,0,0,760,151.1,0
208,"1,2-Butanediol",alcohol,None,90.12,1.0059,20,1.4375,0,0,193.3,.
209,1.3-Butanediol,alcohol,None,90.12,1.0053,20,1.441,77,0,207.5,0
210,"1,4-Butanediol",alcohol,None,90.12,1.0171,20,1.446,20.1,0,235,0
211,2.3-Butanediol,alcohol,None,90.12,0.9872,20,1.4306,34,760,181,0
212,"1,2-Dimethoxyethane",alkane,None,90.12,0.8629,20,1.3796,-58,760,83.5,0
213,2-Ethoxyethanol,alcohol,None,90.12,0.9252,25,1.4057,-90,0,135.6,29.6
214,1-Methoxypropanol-2,alcohol,None,90.12,0.962,20,1.407,0,0,118.3,0
215,1-Methoxypropanol-2,alcohol,None,90.12,0.962,20,1.407,0,0,118.3,0
216,1-Butanethiol,alcohol,None,90.19,0.8416,20,1.4429,-115.7,0,98.4,5.07
217,Ethyl Sulfide,other,None,90.19,0.8312,25,1.4402,-103.9,0,92.1,5.72
218,Cis-1-Chloro-1-Butene,alkene,None,90.55,0.9153,15,1.4194,0,760,63.5,0
219,Trans-1-Chloro-1-Butene,alkene,None,90.55,0.9205,15,1.4225,0,760,68,0
220,2-Chloro-1-Butene.,other,None,90.55,0.9107,15,1.4115,0,760,58.7,0
221,3-Chloro-1-Butene,alkene,None,90.55,0.8978,20,1.4149,0,766,64.5,0
222,4-Chloro-1-Butene,alkene,None,90.55,0.9211,20,1.4233,0,773,75,0
223,Cis-1-Chloro-2-Butene,alkene,None,90.55,0.9426,20,1.439,0,758,84.1,0
224,Trans-1-Chloro-2-Butene,alkene,None,90.55,0.9295,20,1.435,0,752,84.8,0
225,Cis-2-Chloro-2-Butene,alkene,None,90.55,0.9239,20,1.424,-117.3,760,70.6,0
226,Trans-2-Chloro-2-Butene,alkene,None,90.55,0.9138,20,1.419,-105.8,760,628,0
227,1-Chloro-2-Methyl-Propene-1,alkene,None,90.55,0.925,16,1.4221,0,775,68,0
228,3-Chloro-2-Methyl-Propene-1,alkene,None,90.55,0.925,20,1.427,0,0,72,0
229,2-Nitroethanol-1,alcohol,None,91.07,1.27,15,1.4438,-80,765,194,0
230,"1,2,3-Propanetriol",alcohol,None,92.1,1.2613,20,1.4746,18.2,0,290,42.5
231,Toluene,aromatic,None,92.14,0.8669,20,1.4969,-94.9,0,110.6,2.38
232,Toluene,aromatic,None,92.14,0.8623,25,1.4941,-94.9,0,110.6,2.38
233,Chloroacetone,ketone,None,92.53,1.15,20,0,-44.5,0,119,0
234,Epichlorohydrin,other,None,92.53,1.1807,20,1.438,-57.2,0,116.1,22.6
235,Tert-Butyl Chloride,other,None,92.57,0.842,20,1.3857,-25.4,780,52,0
236,1-Chlorobutane,alkane,None,92.57,0.8862,20,1.4021,-123.1,0,78.4,7.39
237,2-Chlorobutane,alkane,None,92.57,0.8732,20,1.3971,-140.5,0,68.3,7.09
238,1-Chloro-2-Methyl Propane,alkane,None,92.57,0.8773,20,1.398,-130.3,0,68.8,6.49
239,2-Chloro-2-Methyl Propane,alkane,None,92.57,0.842,20,1.3857,-25.4,0,50.7,9.96
240,Aniline,other,None,93.13,1.0217,20,1.5863,-6,0,184.4,6.89
241,2-Methyl Pyridine,other,None,93.13,0.9497,15,1.5029,0,0,128.8,9.8
242,3-Methyl Pyridine,other,None,93.13,0.957,15,1.5043,0,0,143.5,9.8
243,Glutaronitrile,nitrile,None,94.12,0.9911,15,1.4295,-29,0,286,0
244,Phenol,alcohol,None,94.12,1.0576,41,1.5428,40.9,0,181.8,9.78
246,1-Chloro-2-Propanol,alcohol,None,94.54,1.11,20,1.4392,0,762,126.5,0
247,3-Chloro-1-Propanol,alcohol,None,94.54,1.1309,0,1.445,0,0,161.5,0
248,Pyrrole-2-Carboxaldehyde,aldehyde,None,95.1,2.297,16,1.5939,46.5,0,218,0
249,"2,5-Dimethyl-Pyrrole",other,None,95.14,0.9353,20,1.5025,0,765,171,0
250,1-Ethyl-Pyrrole,other,None,95.15,0.9009,20,1.4841,0,0,164,0
251,"1,4-Pyrone",ketone,None,96.08,1.19,0,1.5238,32.5,742,216,0
252,2-Furaldehyde,aldehyde,None,96.09,1.1598,20,1.5261,-36.5,0,161.8,38
253,Fluorobenzene,aromatic,None,96.1,1.0309,15,1.4684,-42.2,0,84.7,0
254,2.5-Dimethyl Furan,other,None,96.14,0.8883,20,1.4363,-62.8,760,93.5,0
255,"2,4-Heptadiene",alkene,None,96.17,0.7384,0,1.4578,0,0,108,0
256,1-Heptyne,other,None,96.17,0.7338,20,1.4084,-81,760,100,0
257,"1,1-Dichloroethylene",alkene,None,96.94,1.2132,20,1.4247,-122.6,0,31.6,4.6
258,"Cis-1,2-Dichloro Ethylene",alkene,None,96.94,1.2837,20,1.449,-80,0,60.6,9.2
259,"Trans-1,2-Dichloro Ethylene",alkene,None,96.94,1.2547,20,1.4462,-49.8,0,47.7,2.14
260,Capronitrile,nitrile,None,97.16,0.8052,20,1.4069,-80.3,0,163.6,17.26
261,4-Mevaleronitrile,nitrile,None,97.16,0.7993,25,1.404,-51.1,0,154,15.5
262,Furfuryl Alcohol,alcohol,None,98.1,1.1238,30,1.4801,-29,0,170,0
263,2-Methoxy Furan,other,None,98.1,1.0646,25,1.4468,0,0,110.5,0
264,Propargyl Acetate,ester,None,98.1,0.9982,20,1.4187,0,0,121.5,0
265,Propargyl Acetate,ester,None,98.1,0.9982,20,1.4187,0,0,121.5,0
266,"3,4-Dimethyl Furazan",other,None,98.11,1.0528,14,1.4237,-7,744,156,0
267,Allyl Acetone,ketone,None,98.14,0.847,0,1.4917,0,0,128.3,0
268,Allyl Ether,ether,None,98.15,0.8006,25,1.4141,0,0,0,0
269,Cyclohexanone,ketone,None,98.15,0.951,25,1.452,-32.1,0,155.6,18.3
270,Mesityl Oxide,other,None,98.15,0.8653,20,1.444,-52.9,760,129.8,0
271,2-Methy Thiophene,alkene,None,98.17,1.0193,20,1.5203,-63.4,760,112.6,0
272,3-Methyl Thiophene,alkene,None,98.17,1.0218,20,1.5204,-69,760,115.4,0
273,Methyl Cyclohexane,alkane,None,98.18,0.7694,0,1.4231,-126.6,0,98.2,0
274,1-Heptene,alkene,None,98.19,0.697,20,1.3998,-118.9,760,93.6,2.07
275,"1,1-Dichloroethane",alkane,None,98.96,1.168,25,1.4138,-97,0,57.3,10.1
276,"1,2-Dichluroethane",alkane,None,98.96,1.2458,25,1.4421,-35.7,0,83.5,10.36
277,Methyl Cyanoacetate,ester,None,99.09,1.1225,25,1.4166,-13.1,0,205.1,29.3
278,1-Methyl 2-Pyrolidinone,ketone,None,99.13,1.0279,25,1.468,-24.4,760,202,32
279,1-Methyl 2-Pyrolidone,ketone,None,99.13,1.0279,25,1.468,-24.4,10,79,32
280,Allyl Isothiocyanate,ester,None,99.16,1.0126,20,1.5306,-80,760,152,17.2
281,N-Methyl Piperidine,other,None,99.17,0.8159,0,1.4355,0,0,107,0
282,Cyclohexyl Amine,amine,None,99.18,0.8671,20,1.4592,-17.7,0,134.8,4.73
283,"2,4-Dimethyl Pyrrolidine",other,None,99.18,0.8297,20,1.4325,0,753,116,0
284,Allyl Acetate,ester,None,100.12,0.928,20,1.404,0,0,104,0
285,Ethyl Acrylate,ester,None,100.12,0.9234,20,1.4068,-71.2,0,99.5,0
286,Methyl Methacrylate,ester,None,100.12,0.9433,20,1.4146,-48.2,0,100.3,2.9
287,"2,3-Pentanedione",ketone,None,100.12,0.9565,19,1.4014,0,0,108.1,0
288,"2,4-Pentanedione",ketone,None,100.12,0.9721,25,1.4541,-23,734,139,0
289,Gamma-Valerolactone,ketone,None,100.12,1.052,25,1.432,-37,0,206,0
290,Cyclobutane Carboxylic Acid,acid,None,100.13,1.0599,20,1.44,-2,754,190,0
291,Butyl Vinyl Ether,ether,None,100.16,0.7727,25,1.3997,-92,0,93.8,0
292,Cyclohexanol,alcohol,None,100.16,0.9684,25,1.4648,25.1,0,161.1,15
293,2-Hexanone,ketone,None,100.16,0.8116,0,1.4015,-57,0,126,0
294,Methyl-T-Butyl Ketone,ketone,None,100.16,0.8016,0,1.3952,-52.5,0,106,0
295,3-Methyl-2-Pentanone,ketone,None,100.16,0.8181,14,1.4002,0,0,118,0
296,4-Methyl-2-Pentanone,ketone,None,100.16,0.8008,20,1.3957,-84,0,116.5,13.11
297,Heptane,alkane,None,100.19,0.6836,20,1.3876,-90.6,.,98.4,0
298,Heptane,alkane,None,100.19,0.6795,25,1.3851,-90.6,0,98.4,1.923
299,2-Methyl Hexane,alkane,None,100.19,0.6744,25,1.3848,-118.3,0,90.1,0
300,3-Methyl Hexane,alkane,None,100.19,0.6829,25,1.3886,-119.4,0,91.9,0
301,"2,3-Dimethyl Pentane",alkane,None,100.21,0.6909,25,1.392,0,0,89.8,0
302,"2,4-Dimethyl Pentane",alkane,None,100.21,0.6683,25,1.3814,-119.2,0,80.5,0
303,"3,3-Dimethyl Pentane",alkane,None,100.21,0.6933,0,1.3909,-135,0,86.1,0
304,"2,2,3-Trimethylbutane",alkane,None,100.21,0.6901,20,1.3894,-25,0,80.9,0
305,N-Methyl Morpholine,other,None,101.15,0.9051,20,1.4332,0,750,115,0
306,Diisopropyl Amine,amine,None,101.19,0.7153,20,1.3924,-96.3,0,83.9,0
307,Dipropyl Amine,amine,None,101.19,0.7375,20,1.4043,-63,0,109.2,3.07
308,Triethyl Amine,amine,None,101.19,0.723,25,1.398,-114.7,0,89.5,2.42
309,Acetic Anhydride,other,None,102.09,1.0871,15,1.393,-71.1,0,140,20.7
310,4-Methyl Dioxolane,other,None,102.09,1.2069,20,1.4189,-46.8,760,242,0
311,Butyl Formate,ester,None,102.13,0.8917,20,1.389,-90,0,106.6,2.43
312,Ethyl Propionate,ester,None,102.13,0.8957,15,1.3864,-73.9,0,99.1,5.65
313,Ethyl Propionate,ester,None,102.13,0.8899,20,1.3839,-73.9,0,99.1,5.65
314,Isobutyl Formate,ester,None,102.13,0.8853,20,1.3855,-94.5,0,98.4,6.41
315,Isopropyl Acetate,ester,None,102.13,0.87,20,1.3773,-73.4,0,88.2,0
316,Isovaleric Acid,acid,None,102.13,0.9308,15,1.4064,-29.3,0,176.5,2.64
317,Methyl-N-Butyrate,ester,None,102.13,0.8984,20,1.387,-95,0,102.6,5.6
318,"4-Methyl-1,3-Dioxane",alkane,None,102.13,0.9953,20,1.4168,0,0,114,0
319,Propyl Acetate,ester,None,102.13,0.8938,15,1.3866,-92.5,0,101.5,6
320,Tetrahydro Furfuryl Alcohol,alcohol,None,102.13,1.042,25,1.4599,0,0,178,13.61
321,Valeric Acid,acid,None,102.13,0.9345,35,1.406,33.7,0,185.5,2.66
322,Butyl Ethyl Ether,ether,None,102.18,0.7448,25,1.3793,-103,0,92.2,0
323,2-Ethyl-1-Butanol,alcohol,None,102.18,0.8295,25,1.4205,-114.4,0,146.5,6.09
324,1-Hexanol,alcohol,None,102.18,0.8159,25,1.4161,-44.6,0,157,13.3
325,Isopropyl Ether,ether,None,102.18,0.7182,25,1.3655,-85.5,0,68.3,3.88
326,2-Methyl-2-Pentanol,alcohol,None,102.18,0.835,16,1.4125,108,0,121.5,0
327,3-Methyl-2-Pentanol,alcohol,None,102.18,0.8235,25,1.4179,0,0,134.3,0
328,4-Methyl-2-Pentanol,alcohol,None,102.18,0.8075,20,1.41,-90,760,133.5,0
329,3-Methyl-3-Pentanol,alcohol,None,102.18,0.8237,20,1.418,-38,0,121,0
330,Propyl Ether,ether,None,102.18,0.7419,25,1.378,-123.2,0,89.6,3.39
331,Benzonitrile,nitrile,None,103.12,1.0006,25,1.5259,-12.8,0,191.1,25.2
332,Methyl Urethane,other,None,103.12,1.035,15,1.42,0,760,170,0
333,1-Nitrobutane,alkane,None,103.12,0.988,0,1.4103,0,0,153,0
334,Diethylene Triamine,amine,None,103.17,0.9586,20,1.481,-39,760,207,0
335,Methyl Lactate,ester,None,104.12,1.0857,26,1.4131,-66,760,144.8,0
336,Styrene,alkene,None,104.14,0.9012,25,1.544,-30.6,0,145.2,2.43
337,Diethoxymethane,alkane,None,104.15,0.8319,20,1.3748,-665,0,88,0
338,N-Propyl Nitrate,ester,None,105.09,1.058,0,1.3976,0,0,110.5,0
339,Diethanol Amine,amine,None,105.14,1.0899,30,1.4747,28,0,268.4,2.81
340,Benzaldehyde,aldehyde,None,106.12,1.0447,20,1.5455,-26,0,178.9,17.8
341,Diethylene Glycol,alcohol,None,106.12,1.1164,20,1.4475,-10.5,0,244.8,31.69
342,Methoxy Methoxy Ethanol,alcohol,None,106.12,1.0385,25,1.41,-70,0,167.5,0
343,Ethyl Benzene,aromatic,None,106.17,0.8626,25,1.4932,-94.9,0,136.2,2.4
344,o-Xylene,aromatic,None,106.17,0.8759,25,1.5029,-25.2,0,144.4,2.57
345,m-Xylene,aromatic,None,106.17,0.8599,25,1.4946,-47.8,0,139.1,2.37
346,p-Xylene,aromatic,None,106.17,0.8611,20,1.4958,13.3,0,138.3,2.27
347,p-Xylene,aromatic,None,106.17,0.6507,25,1.4933,13.3,0,138.3,2.27
348,Benzyl Amine,amine,None,107.15,0.9813,20,1.5402,10,770,185,0
349,"2,4-Dimethyl Pyridine",other,None,107.15,0.9271,25,1.4984,0,0,159.2,0
350,"2,5-Dimethyl Pyridine",other,None,107.15,0.9261,25,1.4982,-15,0,156.8,0
351,"2,6-Dimethyl Pyridine",other,None,107.15,0.92,25,1.4953,-5,0,143,0
352,"3,5-Dimethyl Pyridine",other,None,107.15,0.9385,25,1.5032,0,0,171.6,0
353,"3,4-Dimethyl Pyridine",other,None,107.15,0.9537,25,1.5099,-12,759,178.8,0
354,Methyl Aniline,other,None,107.15,0.9891,0,1.5702,-57,0,196.3,5.97
355,o-Toluidine,other,None,107.16,0.9984,20,1.5725,-16.1,0,200.4,6.34
356,m-Toluidine,other,None,107.16,0.993,15,1.5704,-30.4,0,203.4,5.95
357,p-Toluidine,other,None,107.16,0.9659,45,1.554,43.8,0,200.6,4.98
358,Adiponitrile,nitrile,None,106.14,0.951,19,1.4597,2,0,180,0
359,Anisole,other,None,108.14,0.9893,25,1.5143,-37.5,0,153.8,4.33
360,Benzyl Alcohol,alcohol,None,108.14,1.0454,20,1.5403,-15.3,0,205.4,13.1
361,Benzyl Alcohol,alcohol,None,108.14,1.0413,25,1.5384,-15.3,0,205.4,13.1
362,o-Cresol,aromatic,None,108.14,1.135,25,1.5442,30.9,0,191,11.5
363,m-Cresol,aromatic,None,108.14,1.0302,25,1.5396,12.2,0,202.2,11.8
364,p-Cresol,aromatic,None,108.14,1.0178,41,1.5311,34.7,0,201.9,9.91
365,"1,3-Propanedithiol",alcohol,None,108.23,1.0783,20,1.5403,-79,0,172.9,0
366,Ethyl Chloroformate,ester,None,109.53,1.3577,20,1.3955,-80.6,760,95,0
367,Methyl Chloroacetate,ester,None,108.53,1.2337,20,1.4218,-32.1,760,129.8,0
368,Bromoethane,alkane,None,108.97,1.4708,15,1.4276,-118.6,0,38.4,9.39
369,o-Fluorotoluene,aromatic,None,110.13,1.0027,15,1.4716,-62,0,114.4,4.22
370,m-Fluorotoluene,aromatic,None,110.13,0.9974,20,1.4691,-87.7,760,116.5,0
371,p-Fluorotoluene,aromatic,None,110.13,0.9975,23,1.4688,-56.8,760,116.6,5.86
372,Benzenethiol,alcohol,None,110.18,1.0727,25,1.5872,-14.9,0,169.1,4.38
373,Thiophenol,alcohol,None,110.18,1.0728,25,1.5879,70.5,0,169.5,0
374,"2,3-Dichloropropene",alkene,None,110.98,1.217,25,1.46,0,0,94,0
375,Acetazine,other,None,112.17,0.8422,20,1.4535,-125,0,133,0
376,2-Methylcyclohexanone,ketone,None,112.17,0.924,20,1.4493,0,757,165,0
377,Thioxene,alkene,None,112.19,0.9956,0,1.513,0,0,137.8,0
378,p-Dimethyl Cyclohexane,alkane,None,112.21,0.761,0,1.4253,-87,0,124.6,0
379,Ethyl Cyclohexane,alkane,None,112.21,0.7839,25,1.433,-111.3,0,131.8,0
380,Octene-1,alkene,None,112.21,0.7149,20,1.4087,-101.7,0,121.3,0
381,Diisobutylene,alkene,None,112.22,0.7122,25,1.409,0,0,101,0
382,Chlorobenzene,aromatic,None,112.56,1.1117,15,1.5275,-45.6,0,131.7,5.62
383,"1,2-Dichloropropane",alkane,None,112.99,1.156,20,1.4394,-100.4,760,96.4,0
384,"1,3-Dichloropropane",alkane,None,112.99,1.1878,20,1.4487,-99.5,760,120.4,0
385,"2,2-Dichloropropane",alkane,None,112.99,0,20,1.4148,-33.8,760,69.3,0
386,"1,1-Dichloropropane",alkane,None,112.99,1,20,1.4289,0,760,88.1,0
387,Ethyl Cyanoacetate,ester,None,113.12,1.0614,20,1.4155,-22.5,0,206,26.7
388,Chloroacetyl Chloride,other,None,113.94,1.4202,20,1.4541,0,760,107,0
389,Trifluoroacetic Acid,acid,None,114.02,1.489,20,1.285,-15.3,0,71.8,8.55
390,Allyl Propionate,ester,None,114.14,0.911,25,1.411,0,0,124,0
391,"2,5-Hexanedione",ketone,None,114.14,0.737,0,1.4232,-5.5,754,194,0
392,"2,4-Dimethyl-3-Pentanone",ketone,None,114.18,0.8062,20,1.4001,0,0,124,0
393,2-Heptanone,ketone,None,114.18,0.8111,20,1.4116,-35,0,151,0
394,3-Heptanone,ketone,None,114.18,0.82,20,0,39,0,50,0
395,4-Heptanone,ketone,None,114.18,0.8174,20,1.4073,-33,0,144,0
396,Cyclohexyl Methyl Ether,ether,None,114.19,0.879,20,1.4355,-74.4,760,133,0
397,1-Methylcyclohexanol,alcohol,None,114.19,0.9251,24.6,1.4587,26,0,157,0
398,2-Methylcyclohexanol,alcohol,None,114.19,0.9254,20,1.461,0,0,167.6,13.3
399,Cis-2-Methyl Cyclohexanol,alcohol,None,114.19,0.936,20,1.464,7,0,165,0
400,Trans-2-Methyl Cyclohexanol,alcohol,None,114.19,0.9247,20,1.4616,-4,0,166.5,0
401,3-Methyl Cyclohexanol,alcohol,None,114.19,0.9168,20,1.4576,0,0,172,12.3
402,Cis-3-Methyl Cyclohexanol,alcohol,None,114.19,0.9155,20,1.4572,-5.5,0,166,16.47
403,Trans-3-Methyl Cyclohexanol,alcohol,None,114.19,0.9214,20,1.458,-0.5,0,84,8.05
404,4-Methyl cyclohexanol,alcohol,None,114.19,0.9122,20,1.4565,0,763,172,13.3
405,5-Methyl-3-Hexanone,ketone,None,114.19,0.808,17,1.397,0,735,134,0
406,Isooctane,alkane,None,114.22,0.6918,0,1.3915,-107.4,0,99.2,0
407,Octane,alkane,linear,114.22,0.7025,20,1.3974,-56.8,.,125.6,1.95
408,Octane,alkane,linear,114.22,0.6985,25,1.3951,-56.8,0,125.6,1.95
409,"2,2,4-Trimethyl Pentane",alkane,None,114.22,0.7078,0,1.3914,-107.4,0,98.2,1.94
410,"2,2,3-Tr1methyl Pentane",alkane,None,114.22,0.7121,25,1.4006,-112.3,0,109.8,1.96
411,Acetonyl Urea,other,None,116.12,0.8018,4,0,-41,0,82,0
412,Methyl Acetoacetate,ester,None,116.12,1.0747,20,1.4186,-80,0,171.7,0
413,1-Ureido-.2-Propanone,ketone,None,116.12,0.8018,4,0,-41,0,82,0
414,Beta-Aceto Propionic Acid,acid,None,116.13,1.1335,20,1.4396,37.2,0,245.8,0
415,Indene,alkene,None,116.15,0.9915,0,1.5642,-2,0,182.2,0
416,4-Methyl-2-Pentanone-4-ol,alcohol,None,116.15,0.9385,0,1.4235,-44,0,166,0
417,Amyl Formate,ester,None,116.16,0.8926,15,1.3992,-73.5,0,132.1,0
418,Butyl Acetate,ester,None,116.16,0.8713,30,1.3827,-73.5,0,126.1,5.01
419,Sec Butyl Acetate,ester,None,116.16,0.672,20,1.3894,0,0,112.3,0
420,Caproic Acid,acid,None,116.16,0.923,25,1.4148,-3.9,0,205.7,2.63
421,Diacetone Alcohol,alcohol,None,116.16,0.9342,25,1.4213,-44,12,168.1,18.2
